segmento,estado_venda,nome_bem,endereco_mestre,distrito,proprietario,tipo_zepec,esfera,m2_ja_transferido,pcpt_m2,saldo_pcpt_m2,preco_legal_ref_brl,preco_proxy_brl,zona,ca_basico,fi_aplicado,regime_pcpt,qualidade_estimativa,area_terreno_m2,v_outorga_m2_q14,v_outorga_max_q14,pendencia_calculo,status_fundurb,intercorrencia_fundurb,data_ref,sql_mestre
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Hotel Chaves / Bairro de Santa Ifigênia / Revisão 2018,"Rua dos Andradas, 590, 596, 600, 604, 56",República,,tombado,estadual,,529.20,529.20,1376245.46,5295688.52,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,441,10006.97,10402.46,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$10402.46/m² (face atual: R$10006.97/m²)",,,,0080600021
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Hotel Internacional São Paulo / Área do Anhangabaú / Bairro de Santa Ifigênia / Revisão 2018,"Avenida Ipiranga, 1198, 116",República,,tombado,municipal+estadual,,408.00,408.00,1375680.12,4293539.04,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,340,10523.38,13487.06,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$13487.06/m² (face atual: R$10523.38/m²)",,,1992-12-09,0010440304
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Hotel Las Vegas / Bairro de Santa Ifigênia / Revisão 2018,"Avenida Rio Branco, 492, 384, 390, 398",República,,tombado,estadual,,343.20,343.20,1697636.23,4000236.24,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,286,11655.70,19785.97,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$19785.97/m² (face atual: R$11655.70/m²)",,,,0080730001
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Hotel Michel / Bairro de Santa Ifigênia (inclusão 2018),"Rua Washington Luís 335, 345, 351, 359, 367",República,,tombado,estadual,,612.00,612.00,1559008.80,5512222.80,ZEIS-3,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,612,9006.90,10189.60,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$10189.60/m² (face atual: R$9006.90/m²)",,,,0010260105
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Hotel Tupy / Bairro de Santa Ifigênia / Revisão 2018,"Rua dos Gusmões, 300, 304, 306",República,,tombado,estadual,,486.00,486.00,2340945.36,4881753.36,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,405,10044.76,19267.04,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$19267.04/m² (face atual: R$10044.76/m²)",,,,0080660060
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Imóveis Enquadrados Como Z8-200 (atual Zepec) No Bairro de Santa Ifigênia,"Largo General Osorio, 135, 143, 147, 149, 153, 159, 22, 26, 30, 34",República,,tombado,municipal+estadual,,949.00,949.00,2467983.64,9871934.54,ZEIS-3,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,949,10402.46,10402.46,OK (Atc+CAbás+V) — cálculo completo,,,2019-10-30,0080600001
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Imóveis Enquadrados Como Z8-200 (atual Zepec) No Bairro de Santa Ifigênia,"Rua Santa Ifigênia, 395, 399",República,,tombado,municipal+estadual,,337.20,337.20,1642792.88,6571171.51,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,281,19487.46,19487.46,OK (Atc+CAbás+V) — cálculo completo,,,2019-10-30,0080810015
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Imóveis Enquadrados Como Z8-200 (atual Zepec) No Bairro de Santa Ifigênia,"Rua Santa Ifigênia, 383, 389",República,,tombado,municipal+estadual,,297.60,297.60,1449867.03,5799468.10,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,248,19487.46,19487.46,OK (Atc+CAbás+V) — cálculo completo,,,2019-10-30,0080810014
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Imóveis Enquadrados Como Z8-200 (atual Zepec) No Bairro de Santa Ifigênia,"Rua Santa Ifigênia, 364",República,,tombado,municipal+estadual,,108.00,108.00,506777.31,2027109.24,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,90,18769.53,18769.53,OK (Atc+CAbás+V) — cálculo completo,,,2019-10-30,0080820035
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Imóveis Enquadrados Como Z8-200 (atual Zepec) No Bairro de Santa Ifigênia,"Rua Santa Ifigênia, 370, 372",República,,tombado,municipal+estadual,,105.60,105.60,495515.59,1982062.37,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,88,18769.53,18769.53,OK (Atc+CAbás+V) — cálculo completo,,,2019-10-30,0080820034
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Imóveis Enquadrados Como Z8-200 (atual Zepec) No Bairro de Santa Ifigênia,"Rua Santa Ifigênia, 382, 386",República,,tombado,municipal+estadual,,97.20,97.20,456099.58,1824398.32,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,81,18769.53,18769.53,OK (Atc+CAbás+V) — cálculo completo,,,2019-10-30,0080820032
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Imóveis Enquadrados Como Z8-200 (atual Zepec) No Bairro de Santa Ifigênia,"Rua Santa Ifigênia, 378, 380",República,,tombado,municipal+estadual,,97.20,97.20,456099.58,1824398.32,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,81,18769.53,18769.53,OK (Atc+CAbás+V) — cálculo completo,,,2019-10-30,0080820033
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Imóveis Enquadrados Como Z8-200 (atual Zepec) No Bairro de Santa Ifigênia,"Rua Santa Ifigênia, 401, 403, 407",República,,tombado,municipal+estadual,,337.20,337.20,1642792.88,6571171.51,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,281,19487.46,19487.46,OK (Atc+CAbás+V) — cálculo completo,,,2019-10-30,0080810016
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Imóveis Enquadrados Como Z8-200 (atual Zepec) No Bairro de Santa Ifigênia,"Rua Santa Ifigênia, 367, 373",República,,tombado,municipal+estadual,,433.20,433.20,2110491.92,8441967.67,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,361,19487.46,19487.46,OK (Atc+CAbás+V) — cálculo completo,,,2019-10-30,0080810012
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Imóveis Enquadrados Como Z8-200 (atual Zepec) No Bairro de Santa Ifigênia,"Rua Santa Ifigênia, 390, 394",República,,tombado,municipal+estadual,,97.20,97.20,456099.58,1824398.32,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,81,18769.53,18769.53,OK (Atc+CAbás+V) — cálculo completo,,,2019-10-30,0080820031
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Imóveis Enquadrados Como Z8-200 (atual Zepec) No Bairro de Santa Ifigênia / Palacete Helvetia,"Rua Santa Ifigênia, 338, 342, 348, 352, 358",República,,tombado,municipal+estadual,,564.00,564.00,2646503.73,10586014.92,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,470,18769.53,18769.53,OK (Atc+CAbás+V) — cálculo completo,,,2019-10-30,0080820001
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Palácio da Imprensa / Bairro de Santa Ifigênia / Revisão 2018,"Avenida Cásper Líbero, 88, 76, 88",República,,tombado,estadual,,683.00,683.00,1594490.82,6377963.28,ZC,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,683,9338.16,9338.16,OK (Atc+CAbás+V) — cálculo completo,,,,0010450004
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Praça da Republica,,República,,tombado,municipal+estadual,,,,,,,,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona),,,2017-08-17,0070000000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Prédio do Instituto de Identificação Ricardo Gumbleton Daunt / Bairro de Santa Ifigênia / Revisão 2018,"Avenida Cásper Líbero, 360, 380",República,,tombado,estadual,,2182.50,2182.50,5128809.53,20515238.10,ZC,1,0.9,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,2425,9399.88,9399.88,OK (Atc+CAbás+V) — cálculo completo,,,,0010270028
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Teatro Municipal,Praça Ramos de Azevedo,República,,tombado,municipal+estadual+federal,,3763.80,3763.80,5718369.57,22873478.27,ZCP-b,1,0.9,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,4182,6077.23,6077.23,OK (Atc+CAbás+V) — cálculo completo,,,1991-04-10,0060260001
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Teatro Oficina / Bairro da Bela Vista,"Rua Jaceguai, 520, 528",República,,tombado,municipal+estadual+federal,,540.00,540.00,563500.80,2234962.80,ZOE,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,450,4138.82,4174.08,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4174.08/m² (face atual: R$4138.82/m²)",,,1991-04-10,0060560020
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Área do Anhangabaú / Bairro de Santa Ifigênia / Revisão,"Rua Santa Ifigênia, 25, 29, 31",República,,tombado,municipal,,542.00,542.00,2107389.50,8429557.98,ZC,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,542,15552.69,15552.69,OK (Atc+CAbás+V) — cálculo completo,,,1992-12-09,0010530009
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Área do Anhangabaú / Bairro de Santa Ifigênia / Revisão,"Viaduto Santa Ifigênia, 255, 259, 263, 182, 186, 192, 194, 198, 69, 83",República,,tombado,municipal,,621.00,621.00,1585063.69,5151362.67,ZC,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,621,8295.27,10209.75,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$10209.75/m² (face atual: R$8295.27/m²)",,,1992-12-09,0010460002
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Área do Anhangabaú / Bairro de Santa Ifigênia / Revisão (excluído 2009),"Avenida São João, 340, 342, 350, 354, 360, 374",República,,tombado,municipal,,501.00,501.00,993391.57,3973566.27,ZC,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,501,7931.27,7931.27,OK (Atc+CAbás+V) — cálculo completo,,,1992-12-09,0010580047
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Área do Anhangabaú / Bairro de Santa Ifigênia / Revisão (inclusão Em 2009),"Rua Santa Ifigênia, 1, 5, 7",República,,tombado,municipal,,576.00,576.00,2239587.36,8958349.44,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,480,15552.69,15552.69,OK (Atc+CAbás+V) — cálculo completo,,,1992-12-09,0010530006
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Área do Anhangabaú / Condominio Edificio Paissandu / Bairro de Santa Ifigênia (revisão 2018),"Rua Capitão Salomão, 110, 88, 94, 100, 110",República,,tombado,municipal+estadual,,,,,,ZC,1,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU,,,1992-12-09,0010570000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Área do Anhangabaú / Edifício Inss / Antiga Sede do Iapc / Bairro de Santa Ifigênia / Revisão 2018,"Viaduto Santa Ifigênia, 266, 111, 157",República,,tombado,municipal+estadual,,1320.00,1320.00,3369217.50,10949756.40,ZC,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,1320,8295.27,10209.75,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$10209.75/m² (face atual: R$8295.27/m²)",,,1992-12-09,0010460003
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Área do Anhangabaú / Edifício J. Moreira / Bairro de Santa Ifigênia / Revisão,"Rua Beneficência Portuguesa, 53, 55, 116, 126, 134, 144, 152",República,,tombado,municipal,,,,,,ZC,1,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU,,,2019-05-30,0010450000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Área do Anhangabaú / Hotel Britânia / Bairro de Santa Ifigênia (excluído 2009),"Rua Abelardo Pinto, 78, 300, 304",República,,tombado,municipal,,,,,,ZC,1,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU,,,1992-12-09,0010580000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Área do Anhangabaú / Igreja de Santa Ifigênia / Bairro de Santa Ifigênia / Revisão,"Avenida Casper Líbero, 30",República,,tombado,municipal,,992.00,992.00,3344790.88,8372589.12,ZC,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,992,8440.11,13487.06,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$13487.06/m² (face atual: R$8440.11/m²)",,,1992-12-09,0010440358
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Área do Anhangabaú / Palacete de José de Vasconcelos de Almeida Prado /  Colégio Araújo / Bairro de Santa Ifigênia (revisão 2018),"Rua Beneficência Portuguesa, 29, 49, 295, 303, 309, 317",República,,tombado,municipal+estadual,,1306.00,1306.00,3048909.24,10774395.52,ZC,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,1306,8249.92,9338.16,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$9338.16/m² (face atual: R$8249.92/m²)",,,1992-12-09,0010450002
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Área do Anhangabaú / São Paulo Center Hotel / Bairro de Santa Ifigênia / Revisão,"Largo Santa Ifigênia, 44, 159, 175, 179, 183",República,,tombado,municipal,,1479.00,1479.00,3775055.06,14092444.44,ZC,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,1479,9528.36,10209.75,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$10209.75/m² (face atual: R$9528.36/m²)",,,1992-12-09,0010460275
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Praça Marechal Deodoro, 152, 156, 160",Santa Cecília,,tombado,municipal,,,,,,ZEM,1,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,,,,Atc: SQL sem cadastro no IPTU,,,2021-05-29,0200520000
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Praça Marechal Deodoro, 246, 248, 250",Santa Cecília,,tombado,municipal,,,,,,,,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,181,4206.84,4206.84,Zona: lote sem sobreposição (sem SQL / lote / fora de zona),,,2021-05-29,0200520011
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Rua Vitorino Carmilo, 664",Santa Cecília,,tombado,municipal,,480.00,480.00,398565.60,1541664.00,ZEM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,400,3211.80,3321.38,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3321.38/m² (face atual: R$3211.80/m²)",,,2021-05-29,0200350048
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Alameda Ribeiro da Silva, 835, 877",Santa Cecília,,tombado,municipal,,202.80,202.80,230975.01,890949.07,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,169,4393.24,4555.72,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4555.72/m² (face atual: R$4393.24/m²)",,,2021-05-29,0080120032
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Rua Brigadeiro Galvao, 265",Santa Cecília,,tombado,municipal,,1540.00,1540.00,1772378.30,6090592.20,ZEM,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,1540,3954.93,4603.58,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4603.58/m² (face atual: R$3954.93/m²)",,,2021-05-29,0200500053
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Rua Lopes de Oliveira, 75",Santa Cecília,,tombado,municipal,,104.40,104.40,84912.70,336364.27,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,87,3221.88,3253.36,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3253.36/m² (face atual: R$3221.88/m²)",,,2021-05-29,0200280026
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Rua Barra Funda, 127, 131, 137, 139, 141, 145, 149, 161",Santa Cecília,,tombado,municipal,,1211.00,1211.00,978854.33,3822388.29,ZEM,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,1211,3156.39,3233.21,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3233.21/m² (face atual: R$3156.39/m²)",,,2021-05-29,0200510194
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Rua Vitorino Carmilo, 680",Santa Cecília,,tombado,municipal,,360.00,360.00,298924.20,1156248.00,ZEM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,300,3211.80,3321.38,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3321.38/m² (face atual: R$3211.80/m²)",,,2021-05-29,0200350046
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Rua Lopes de Oliveira, 65",Santa Cecília,,tombado,municipal,,96.00,96.00,78080.64,309300.48,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,80,3221.88,3253.36,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3253.36/m² (face atual: R$3221.88/m²)",,,2021-05-29,0200280024
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Rua Albuquerque Lins, 256, 258, 264, 268",Santa Cecília,,tombado,municipal,,539.00,539.00,566871.69,2267486.76,ZEM,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,539,4206.84,4206.84,OK (Atc+CAbás+V) — cálculo completo,,,2021-05-29,0200520012
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Rua Brigadeiro Galvao, 176",Santa Cecília,,tombado,municipal,,55.20,55.20,44618.30,171243.10,ZEM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,46,3102.23,3233.21,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3233.21/m² (face atual: R$3102.23/m²)",,,2021-05-29,0200510023
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Rua Vitorino Carmilo, 672",Santa Cecília,,tombado,municipal,,336.00,336.00,278995.92,1079164.80,ZEM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,280,3211.80,3321.38,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3321.38/m² (face atual: R$3211.80/m²)",,,2021-05-29,0200350047
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Praça Marechal Deodoro, 352, 356, 360",Santa Cecília,,tombado,municipal,,611.00,611.00,703196.85,2812787.38,ZEM,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,611,4603.58,4603.58,OK (Atc+CAbás+V) — cálculo completo,,,2021-05-29,0200500015
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Rua Vitorino Carmilo, 656",Santa Cecília,,tombado,municipal,,336.00,336.00,278995.92,1079164.80,ZEM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,280,3211.80,3321.38,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3321.38/m² (face atual: R$3211.80/m²)",,,2021-05-29,0200350049
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Alameda Ribeiro da Silva, 836",Santa Cecília,,tombado,municipal,,78.00,78.00,91857.68,339922.44,ZEIS-5,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,65,4357.98,4710.65,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4710.65/m² (face atual: R$4357.98/m²)",,,2021-05-29,0080030001
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Alameda Eduardo Prado, 641",Santa Cecília,,tombado,municipal,,511.00,511.00,758666.37,2470214.88,ZC,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,511,4834.08,5938.68,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$5938.68/m² (face atual: R$4834.08/m²)",,,2021-05-29,0080040028
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Alameda Eduardo Prado, 667",Santa Cecília,,tombado,municipal,,441.60,441.60,520055.76,2080223.04,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,368,4710.65,4710.65,OK (Atc+CAbás+V) — cálculo completo,,,2021-05-29,0080030029
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Rua Vitorino Carmilo, 422",Santa Cecília,,tombado,municipal,,501.60,501.60,590715.51,2227660.78,ZEM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,418,4441.11,4710.65,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4710.65/m² (face atual: R$4441.11/m²)",,,2021-05-29,0080030044
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Alameda Ribeiro da Silva, 825",Santa Cecília,,tombado,municipal,,99.60,99.60,113437.43,453749.71,ZC,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,83,4555.72,4555.72,OK (Atc+CAbás+V) — cálculo completo,,,2021-05-29,0080120031
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Rua Lopes de Oliveira, 695, 699",Santa Cecília,,tombado,municipal,,151.20,151.20,174015.33,577036.66,ZEM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,126,3816.38,4603.58,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4603.58/m² (face atual: R$3816.38/m²)",,,2021-05-29,0200500020
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Rua Albuquerque Lins, 263, 182",Santa Cecília,,tombado,municipal,,,,,,,,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,47,3111.04,3233.21,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3233.21/m² (face atual: R$3111.04/m²) | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)",,,2021-05-29,0200510021
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Praça Marechal Deodoro, 198, 202",Santa Cecília,,tombado,municipal,,,,,,,,,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,224,4206.84,4206.84,Zona: lote sem sobreposição (sem SQL / lote / fora de zona),,,2021-05-29,0200520006
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Rua Brigadeiro Galvao, 162",Santa Cecília,,tombado,municipal,,55.20,55.20,44618.30,171243.10,ZEM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,46,3102.23,3233.21,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$3233.21/m² (face atual: R$3102.23/m²)",,,2021-05-29,0200510022
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Praça Marechal Deodoro, 390, 394",Santa Cecília,,tombado,municipal,,384.00,384.00,441943.68,1767774.72,ZEM,1,1.2,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,320,4603.58,4603.58,OK (Atc+CAbás+V) — cálculo completo,,,2021-05-29,0200500060
SO_ELEGIVEL·sem dono,SO_ELEGIVEL,Bairro da Barra Funda / Área do Teatro São Pedro,"Rua Vitorino Carmilo, 407",Santa Cecília,,tombado,municipal,,1090.00,1090.00,1205738.93,4779017.80,ZEM,1,1.0,PROSPECCAO_NOVA,ESTIMATIVA_PROSPECCAO_ART24,1090,4384.42,4424.73,"Decreto 57.536/2016 Art. 3º IV: se lote tem frente p/ distintas faces, V=MAX(Q14)=R$4424.73/m² (face atual: R$4384.42/m²)",,,2021-05-29,0080020004
